9.29729E-03	4.50628E-04
2.38073E-05	1.16369E-06
6.15830E-04	2.93822E-05
4.97769E-01	2.43531E-02
1.34695E-01	7.31345E-03
1.95820E-04	1.01202E-05
6.47947E+00	3.07322E-01
6.61007E-01	3.57952E-02
1.71874E-03	9.42305E-05
2.77451E-05	1.54867E-06
7.43396E-03	3.50626E-04
4.22825E-02	2.03803E-03
1.77902E+00	8.95830E-02
2.39922E+00	1.19245E-01
1.61333E-03	8.90045E-05
2.29672E-02	1.18854E-03
8.92961E-06	4.14211E-07
1.28926E-02	6.64300E-04
9.33197E-02	4.88777E-03
6.11548E-03	2.93620E-04
9.35001E-01	4.84328E-02
6.24448E-02	3.04413E-03
1.97814E-03	9.93655E-05
4.18155E-02	2.01946E-03
5.52514E-01	2.70728E-02
8.63552E-01	4.40498E-02
3.76995E-02	1.91280E-03
2.19901E+00	1.07046E-01
2.16196E+00	1.05494E-01
1.68140E-01	8.28535E-03
3.95523E-03	1.95778E-04
1.05518E-01	5.01640E-03
8.42581E-01	3.98955E-02
1.47315E+00	6.96160E-02
2.30310E+00	1.14934E-01
2.12201E-01	1.05752E-02
1.51322E-01	7.59975E-03
1.06447E-03	4.73988E-05
1.20278E-01	6.41460E-03
1.13224E+00	5.06985E-02
3.48199E-01	1.81056E-02
2.07755E+00	1.00947E-01
8.15002E-02	4.01251E-03
7.74494E-03	3.97069E-04
1.23472E-01	5.93825E-03
3.81935E-01	2.08829E-02
9.14345E-01	4.38322E-02
1.67829E-01	8.22705E-03
2.52507E+00	1.13599E-01
1.93174E+00	8.70990E-02
5.19019E-01	2.56607E-02
1.80486E-02	8.74125E-04
1.56351E-01	7.71120E-03
1.45419E+00	6.85245E-02
1.06475E+00	5.42975E-02
1.74785E+00	8.47920E-02
7.97150E-01	3.80641E-02
1.91513E-01	9.27120E-03
4.08583E-03	2.21721E-04
1.78074E-01	9.07460E-03
1.35691E+00	6.23970E-02
1.02980E+00	5.10920E-02
1.45227E+00	7.46010E-02
8.39112E-02	4.17093E-03
1.19673E-02	5.84220E-04
1.37304E-01	7.01245E-03
7.38090E-01	3.70093E-02
8.59530E-01	4.36500E-02
2.22047E-01	1.12535E-02
6.75133E+00	3.31868E-01
1.99165E+00	1.03572E-01
6.17774E-01	3.07152E-02
2.74725E-02	1.31529E-03
1.51265E-01	7.74590E-03
1.34516E+00	6.92545E-02
2.23330E+00	1.16099E-01
3.34703E+00	1.65718E-01
9.80206E-01	4.91810E-02
2.05614E-01	9.57005E-03
7.10927E-03	3.52999E-04
2.00660E-01	9.41885E-03
1.07010E+00	5.94510E-02
1.17454E+00	6.14055E-02
2.05341E+00	1.01930E-01
1.31995E-01	5.84790E-03
1.32365E-02	7.04260E-04
1.74236E-01	8.28365E-03
8.16369E-01	3.97056E-02
1.34061E+00	6.81140E-02
2.63470E-01	1.27333E-02
4.16284E+00	2.04580E-01
2.78943E+00	1.51964E-01
7.41950E-01	3.57340E-02
3.23742E-02	1.55996E-03
2.15432E-01	1.07839E-02
2.06909E+00	9.30850E-02
2.18665E+00	1.05704E-01
3.39370E+00	1.67351E-01
1.10841E+00	5.68410E-02
2.82718E-01	1.37667E-02
8.67614E-03	4.24771E-04
2.89805E-01	1.32164E-02
1.65376E+00	8.88965E-02
1.45600E+00	7.42470E-02
2.67422E+00	1.39608E-01
1.35160E-01	6.33555E-03
1.93152E-02	9.20255E-04
2.29646E-01	1.09448E-02
4.33282E-01	2.32578E-02
1.27209E+00	6.54205E-02
3.29889E-01	1.69567E-02
9.59036E-01	4.76635E-02
2.34118E+00	1.23538E-01
9.17487E-01	4.73222E-02
4.15216E-02	2.05146E-03
2.57110E-01	1.25696E-02
2.21069E+00	1.12513E-01
1.02093E+00	4.94501E-02
1.62306E+00	8.64840E-02
1.51345E+00	7.53765E-02
2.68628E-01	1.44480E-02
1.07185E-02	5.50410E-04
3.00825E-01	1.48344E-02
1.93234E+00	9.56700E-02
1.78532E+00	9.73760E-02
2.05667E+00	9.89075E-02
9.87843E-02	4.73021E-03
2.00921E-02	1.00831E-03
2.13206E-01	1.07700E-02
2.21775E-01	1.04090E-02
8.14165E-01	4.00381E-02
3.86283E-01	1.82183E-02
3.26462E-01	1.65823E-02
1.43997E+00	6.63205E-02
8.78521E-01	4.70013E-02
4.51703E-02	2.27925E-03
2.01088E-01	9.99355E-03
1.79292E+00	9.29565E-02
3.75428E-01	1.92854E-02
6.67672E-01	3.38626E-02
1.64969E+00	7.83635E-02
1.93984E-01	1.03438E-02
1.20977E-02	6.20700E-04
2.36238E-01	1.16081E-02
1.44002E+00	6.63925E-02
1.86990E+00	9.65210E-02
9.11754E-01	4.59494E-02
7.56741E-01	3.81725E-02
5.54832E-01	2.55975E-02
2.49566E-01	1.28247E-02
7.47908E-01	3.58869E-02
3.38069E-01	1.70817E-02
1.45112E-01	7.25705E-03
7.45503E-01	3.44010E-02
4.81351E-01	2.40689E-02
1.25253E-01	6.16365E-03
3.76691E-01	1.73353E-02
4.15711E-01	2.13847E-02
3.51182E-01	1.76931E-02
6.65791E-01	3.24145E-02
5.72842E-01	2.74351E-02
1.12213E-01	6.02235E-03
6.31123E-01	3.37317E-02
5.92221E-01	3.08438E-02
6.02351E-01	2.81931E-02
2.72593E-01	1.33024E-02
1.83460E-01	9.57315E-03
4.14311E-01	2.15579E-02
